brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,country
Cadillac,ATS 2.5L,2014,"80,400 mi.",Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"15,000",Norway
Toyota,RAV4 Base,2010,"123,620 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"9,900",Sweden
Acura,TSX Technology,2011,"187,883 mi.",Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,"5,500",Belgium
Mercedes-Benz,G-Class G 550 4MATIC,2020,"45,000 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"133,000",Austria
Honda,Civic Sport,2022,"25,420 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,"24,500",Netherlands
BMW,M3 Base,2011,"129,999 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"29,999",France
BMW,M3 Base,2008,"41,048 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,"38,490",Switzerland
Nissan,Cube 1.8 S,2010,"72,500 mi.",Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,Yes,"6,750",Netherlands
RAM,ProMaster 3500 Tradesman,2014,"143,390 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,"13,000",France
Acura,RDX Base,2018,"68,425 mi.",Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,"23,500",Germany
Toyota,4Runner Limited,2018,"95,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Brown,None reported,Yes,"33,000",Italy
RAM,1500 Limited,2019,"29,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"49,500",France
Chevrolet,Corvette Base,2003,"145,000 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"22,000",Germany
Land,Rover Defender 110 SE,2020,"29,700 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Black,,,"68,000",Netherlands
Jeep,Grand Cherokee Laredo,2011,"98,658 mi.",Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,"14,995",Germany
Volvo,S80 T6,2009,"97,615 mi.",Gasoline,281.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,"10,500",Italy
Porsche,Cayenne S,2014,"36,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"37,000",Italy
Mazda,CX-30 Select,2021,"61,874 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,"22,389",Belgium
Chrysler,Town & Country Touring,2012,"74,582 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,–,None reported,Yes,"8,500",France
INFINITI,FX37 Base,2013,"51,500 mi.",Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"23,900",Austria
Toyota,FJ Cruiser Base,2007,"193,827 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"14,950",Belgium
Chevrolet,Silverado 1500 LT,2019,"53,433 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"36,950",Netherlands
Mercedes-Benz,C-Class C 63 AMG,2012,"103,000 mi.",Gasoline,451.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"40,000",Spain
BMW,428 Gran Coupe i xDrive,2016,"59,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,"20,999",Italy
Lexus,GX 460 Premium,2017,"82,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,Yes,"32,900",Austria
Porsche,Panamera Edition,2016,"60,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"45,000",Italy
Cadillac,Escalade ESV Platinum,2017,"93,971 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"47,000",Italy
Lexus,IS 350 Base,2015,"62,600 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,"27,500",Austria
Mercedes-Benz,E-Class E 350 4MATIC,2014,"84,450 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,"19,000",Belgium
Audi,Q5 S line Premium,2022,"18,099 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,,"40,798",Spain
Mercedes-Benz,E-Class E 350 4MATIC,2014,"76,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"17,999",Netherlands
Chevrolet,Camaro 1LT,2017,"74,000 mi.",Gasoline,275.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,"19,800",Austria
RAM,1500 Laramie,2022,"15,607 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,,"45,999",Italy
Chevrolet,Silverado 1500 1LZ,2014,"111,095 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"26,000",Netherlands
Toyota,Camry Solara SLE,2007,"37,216 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"14,995",Norway
Jaguar,F-TYPE S,2015,"25,786 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,"38,500",Germany
Jeep,Gladiator Sport,2021,"15,520 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Sting Gray Clearcoat,Black,None reported,Yes,"40,459",Norway
RAM,1500 Big Horn,2021,"49,583 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,,"42,816",Belgium
Porsche,Cayenne Diesel,2015,"97,300 mi.",Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None reported,Yes,"29,995",Netherlands
Chevrolet,Camaro Base,2002,"89,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"10,400",Netherlands
Porsche,Cayenne S,2015,"52,111 mi.",Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"37,500",Spain
Dodge,Challenger R/T Scat Pack,2019,"75,800 mi.",Gasoline,6.4 Liter,Automatic,Gray,Black,None reported,,"35,998",Switzerland
Lexus,ES 350 Base,2010,"113,500 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"11,000",Italy
Audi,Q3 2.0T Premium Plus,2015,"155,382 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,At least 1 accident or damage reported,Yes,"13,500",Belgium
Mercedes-Benz,E-Class E 550,2016,"49,643 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"33,995",Belgium
BMW,650 i xDrive,2015,"76,474 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"32,000",Belgium
Porsche,Cayman Base,2016,"10,431 mi.",Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,"50,999",France
INFINITI,FX50 Base,2009,"190,120 mi.",Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"12,500",Netherlands
Ford,F-150 XLT,2020,"92,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"29,999",Netherlands
Chevrolet,Camaro 2LT,2017,"24,000 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"32,000",Netherlands
RAM,1500 Big Horn,2020,"25,396 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,"43,250",Belgium
Chevrolet,Silverado 2500 H/D,2001,"167,000 mi.",Gasoline,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"6,500",Spain
RAM,1500 Laramie,2022,"18,645 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,"49,700",Austria
Porsche,911 Turbo,2018,"28,470 mi.",Gasoline,540.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"147,500",Sweden
Ford,Mustang V6,2016,"54,000 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"23,999",Switzerland
Hyundai,Accent GL,2003,"83,000 mi.",Gasoline,104.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,"2,900",Norway
Audi,Q5 S line Premium Plus,2022,"10,071 mi.",Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,,"40,598",Spain
Ford,F-150 XLT,2021,"43,329 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Carbonized Gray Metallic,Black,None reported,Yes,"43,642",Belgium
Lexus,RC F Base,2015,"51,400 mi.",Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,"43,000",Switzerland
Chevrolet,Suburban 1500 LT,2015,"153,800 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"23,000",Italy
Land,Rover Range Rover Sport SVR Carbon Edition,2022,"9,000 mi.",Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,"115,000",Germany
Dodge,Viper SRT-10,2003,"10,800 mi.",Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"65,499",France
RAM,1500 Laramie,2020,"10,458 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,"48,815",France
BMW,328 i,2014,"84,709 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,"13,800",Austria
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,"33,500 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,"45,770",Spain
BMW,M4 Base,2015,"98,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,"32,999",Germany
BMW,750 i,2008,"94,653 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,"7,300",Germany
Ford,Expedition Limited,2023,"9,281 mi.",Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"85,000",France
Chevrolet,Traverse Premier,2023,"11,806 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"47,000",Spain
Mercedes-Benz,E-Class D 2.5 Turbo,1993,"70,015 mi.",–,–,4-Speed A/T,Gray,Gray,None reported,Yes,"22,500",France
Cadillac,Escalade Platinum,2020,"48,613 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"61,500",Netherlands
RAM,3500 Tradesman,2023,"2,990 mi.",Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"69,900",Netherlands
Audi,TT 1.8L,2005,"124,747 mi.",Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"6,900",Switzerland
RAM,1500 Big Horn,2021,"24,000 mi.",Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,"42,000",Switzerland
Mazda,CX-7 Sport,2009,"113,000 mi.",Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"5,499",Germany
INFINITI,QX60 Base,2017,"89,106 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"18,000",France
Ford,F-250 Platinum,2017,"22,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"53,000",Spain
Jeep,Compass Limited,2022,"20,472 mi.",Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Red,Black,None reported,,"28,298",Switzerland
INFINITI,QX80 SENSORY,2023,"8,600 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,,,"78,990",Netherlands
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,"4,753 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"57,000",Belgium
Hyundai,Genesis Coupe 2.0T,2010,"65,000 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,,,"8,900",Netherlands
Chevrolet,Camaro 1SS,2021,"15,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,"43,500",Germany
Chevrolet,Tahoe Base,1997,"229,000 mi.",Diesel,180.0HP 6.5L 8 Cylinder Engine Diesel Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,"19,500",Austria
Audi,A6 3.0 TDI Premium Plus,2014,"42,400 mi.",Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"26,500",Belgium
Land,Rover Defender S,2023,"15,840 mi.",Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"69,900",Belgium
Porsche,Cayenne S,2016,"76,200 mi.",Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,"42,000",Spain
Chevrolet,Suburban Premier,2019,"105,667 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,"39,000",Italy
Chevrolet,Suburban Premier,2019,"51,338 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"49,900",Germany
Dodge,Dart SE,2016,"76,857 mi.",Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,At least 1 accident or damage reported,Yes,"8,100",Germany
Ford,F-250 Lariat,2019,"80,200 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,"42,500",Netherlands
Toyota,Sequoia SR5,2002,"244,200 mi.",Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"3,950",Austria
Ford,Mustang GT,2014,"38,560 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"28,500",Austria
Chevrolet,Corvette Stingray w/2LT,2020,"12,500 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,"84,999",Italy
Hyundai,Genesis Coupe 3.8 Base,2016,"45,303 mi.",Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"20,999",Switzerland
Ford,Focus ST Base,2014,"110,000 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,"9,495",France
Cadillac,CTS Luxury,2011,"66,200 mi.",Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"16,499",Germany
Subaru,Baja Base,2003,"71,000 mi.",Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,"14,900",Netherlands
Toyota,Highlander XLE,2019,"81,301 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,"30,275",Italy
Chevrolet,Corvette Stingray Z51,2019,"7,033 mi.",Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"63,900",Austria
Dodge,Durango SRT,2020,"36,000 mi.",Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,"62,000",France
Acura,TSX 2.4,2010,"116,000 mi.",Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,"9,000",Italy
Chevrolet,Camaro 2SS,2018,"42,780 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"41,100",Netherlands
BMW,640 Gran Coupe i,2014,"39,886 mi.",Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,"26,000",Italy
Audi,S5 3.0T Premium Plus,2014,"151,400 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"15,400",France
Alfa,Romeo Giulia Base,2017,"48,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"20,500",Germany
Toyota,Highlander XLE,2023,"8,727 mi.",Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ruby Flare Pearl,Black,None reported,,"44,596",Norway
Rolls-Royce,Ghost Base,2011,"79,000 mi.",Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,"80,300",Austria
Dodge,Challenger R/T,2020,"54,000 mi.",Gasoline,372.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"34,000",Netherlands
Porsche,Cayenne Base,2016,"110,000 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,"25,900",Spain
Chevrolet,Bolt EV LT,2020,"49,688 mi.",,200.0HP Electric Motor Electric Fuel System,A/T,Blue,Gray,None reported,Yes,"24,900",Germany
Mercedes-Benz,Metris Base,2020,"14,000 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"48,000",Netherlands
Dodge,Charger SRT Hellcat Widebody,2023,"5,000 mi.",Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"110,000",Norway
Chevrolet,Silverado 1500 ZR2,2022,"11,597 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,,"68,590",Sweden
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,"86,101 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,"72,777",Italy
Chevrolet,Silverado 1500 LT,2017,"58,816 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,Black,Jet Black,None reported,,"36,590",Switzerland
Lexus,RC 350 Base,2016,"77,856 mi.",Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Atomic Silver,Black,None reported,Yes,"30,919",France
Lamborghini,Urus Base,2021,"20,069 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,,"229,900",Italy
GMC,Acadia SLE-1,2015,"115,282 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Crimson Red Tintcoat,Ebony,At least 1 accident or damage reported,Yes,"12,433",Italy
Porsche,911 GT3,2016,"30,700 mi.",Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"138,999",Sweden
MINI,Cooper Base,2003,"103,726 mi.",Gasoline,115.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,"5,995",France
Mazda,MX-5 Miata Sport,2008,"39,800 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"13,250",Sweden
Toyota,4Runner TRD Off Road,2019,"79,500 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"33,333",France
Toyota,Highlander Limited,2008,"165,520 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"9,000",France
BMW,650 Gran Coupe i,2014,"92,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"24,000",Sweden
Hyundai,Palisade Calligraphy,2023,"1,500 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,"55,000",Austria
Pontiac,Solstice GXP,2008,"38,100 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,"19,950",Norway
Land,Rover Range Rover Evoque SE Premium,2018,"42,125 mi.",Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"38,999",Sweden
Porsche,Cayenne Diesel,2014,"86,818 mi.",Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"33,500",Italy
BMW,M3 Competition xDrive,2023,"3,490 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"95,580",Spain
Toyota,Avalon Limited,2008,"111,300 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Beige,None reported,Yes,"7,900",Sweden
BMW,M3 Base,2011,"98,200 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"27,000",Norway
Porsche,Panamera Base,2018,"42,500 mi.",Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"53,999",Spain
Jeep,Wrangler Sport,2001,"171,000 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,"15,000",France
Honda,Passport TrailSport,2023,"11,649 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,,,"39,999",Norway
Mercedes-Benz,SL-Class SL 550,2013,"24,933 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,At least 1 accident or damage reported,Yes,"40,250",Switzerland
Audi,RS 4 Base,2007,"99,769 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,None reported,Yes,"29,995",Spain
Toyota,Avalon Limited,2022,"16,156 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blueprint,Graphite,None reported,,"39,390",Norway
Mercedes-Benz,E-Class E 350 4MATIC,2008,"67,250 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"11,900",Austria
GMC,Yukon Denali,2021,"30,022 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"74,500",France
